MovieActorID,MovieID,ActorID
44DA43A2-3211-4090-B21B-000DE37FF3E3,C61DE1AD-4051-4DA9-8CFF-C545F9B4960F,8499D25C-FDFC-4D07-AC37-C4C155C2071B
3C2B505A-2C69-4AEC-A596-002D57D40DFB,3819B9E2-FAFC-4B20-81E6-ED75270E787A,3B8F6C96-0056-4244-8491-5F068B6753EC
353FF42E-19B5-4A40-A914-003A18344D83,C91CCAC0-5A99-4F02-B742-800D6B6F5C78,65701FE0-2D0F-404A-B6B5-A51CC875A34F
1CEB03B3-73F4-46C5-B8A5-003D85DE16FD,6DE5F892-C387-41B8-A979-ACAD6DF15698,6E1ED05C-4B47-4D2E-9F79-F7CA4507346D
E71BA69F-8379-47F5-AE69-00648DD27DEC,BCA00995-A1D7-48B1-ABEE-06BD8404A7C5,B2A904E6-CF2B-4665-8AA7-9D5929365C75
364D7965-AAA1-4672-A183-007EA00B3EF8,CEAD7D0B-91C9-49A9-B2CE-310F8109D173,21DD8F67-7C8D-44E6-BD7A-59DB01464291
D87D67B2-108B-43C9-A9A9-008870DA6C05,D654215D-077A-4085-A8B6-DD886B163734,680A1601-0C06-405A-92DE-8014488F9DD3
0A74A450-52DA-4FC5-ABB1-008C005376DF,AFEDC0AF-DB5C-4D85-80B1-86E8585966C4,340C1221-36D5-42BF-93EB-FD4FC58FCB59
9B720B59-4131-4D4F-AF22-00B2A13FF8BB,8C1E7B6F-86AA-447B-9A55-19292B931863,9C6AF28F-AEEC-4138-9806-6FCA8197E81E
18D3DFDB-5BB0-4220-9B86-00B55121A2B0,C397B9F5-BE84-4583-BBDB-C4F6FC5CCB0E,ABA77CD1-CAAD-4BC9-8CB0-BDA17E613034
581DBCC2-4407-4399-9A55-00C404774712,24D6FA28-AF42-4BD6-8FAB-A03EAEE4BA14,159CCBC6-028A-4DDB-81C1-83F712CB6E61
723AC5DD-7675-407C-ACE1-00DDC39EAB19,2032C66F-DE67-49F1-B9B8-E70B0AC1EBAF,A4080C3B-97B4-49B8-A112-BA4F49E45296
27E8B36D-8D48-4A59-ABC7-00DF108F3C9B,31A4A798-BC8E-4B8E-8DD3-A3CD608D7308,6084ED61-1EDA-4412-A196-B9FFAF963F63
8F1E852F-D18B-413D-963E-00E7ED5BBAC1,8F237A58-D056-4FA1-AB75-96A6D62C8E67,3CD937D7-571A-464D-8196-3995E581A043
15BC3823-D91B-4647-9249-010E52664BFA,E8B0988A-988A-4D47-A485-300566B31887,2056B535-9F8C-4999-9151-2623ABF80FF5
55B396DF-A3F8-419F-BFFC-01211509592B,2B4AE513-F28A-4563-9328-BD1184959BBF,20A6B672-98DF-4463-B24A-93F24EF6ED33
605AACBD-0451-4EB7-A9C8-0134F95814EF,5058BC92-DE43-4A2B-8407-50056895E7E1,8453D117-D6AF-4138-9AC7-21D02933B1ED
740CC6E7-6535-42ED-8208-014AACBDC23F,5BF66740-4C99-4F0B-B39C-95914FAE3825,A27AD677-86FB-4F0B-90E0-3103AC8B6613
9ADE2420-161E-4F49-B547-0161E9957130,8712359D-88E5-400C-945C-3EE165FFF434,6FFF5922-5D40-4642-8428-2A6C912A3D12
5713AED4-E2E0-4018-877A-018AFAC8DF38,03C61FF8-9365-4245-B91F-A8C37E44102B,35258D08-F63B-456F-AEB8-D7F656343137
7616463E-D84B-43C1-8DF3-01A129DD3360,8B76A1C4-C9D2-46B6-B461-26A3EBC35308,645DE20D-0E4D-4091-BFCF-1E1B92D8AA7A
EC96B528-8978-45BA-8646-01DAAC6B2C97,EEED335E-5B08-40D0-AF5F-2BD82AA74162,D92E52D6-49BF-47F6-A287-A412C5F93FA8
B57B8FDC-8F3D-4C04-A444-01F31787B67F,31018E1E-F00C-4994-844A-3AAA7E6700B5,82AA131D-C092-47DC-8723-EF9B722484D3
1C20E43B-A80E-4A62-BFC2-023797F64F8D,5E7D86D3-C084-4FE8-A241-C2A8D9C4BBAB,4AD96B8A-C6D1-46F2-96BE-DFFD561875F8
09FC4CBD-D922-4B0F-8671-02483BF11A67,9F8BEF81-E8E8-4A4C-B4E6-E30EB669FFE2,AF790D88-2697-47D5-B28F-20DE2343F396
91BEA2E6-8299-48CF-AA6F-027782378F05,766AB4CA-8803-4C8B-9138-B30DDA929DE0,63BAF36A-3FB9-410B-9E95-7D829F641CD5
794210B4-D7DD-4C65-8546-029F08DC9478,6BB14674-C3BC-4C92-AD64-E3F860C3E85D,0EAEE64C-EDD6-48C0-9A9A-75283187671C
9E8E490A-0EAD-4910-B5DA-02BD3E1CF6C2,B6AEAD5F-B684-4DA9-A56C-CF51991E5ABD,2B4DAC23-5A50-486D-841D-8AE1660DAF99
95D37488-8990-42B6-B259-02DD51FB9713,CF8F12E9-FAA1-4D32-9423-DB022C3659A8,DD9AED27-865D-4313-B613-855642C31BB2
973417EB-8877-413F-BE1B-02EA58449F8D,7AE698BE-7546-4BDD-9212-59AD1923C06C,3B8F6C96-0056-4244-8491-5F068B6753EC
0976C2CA-F6F8-4690-BD84-032CBC046AF2,71222958-647C-47F7-AC53-02AB4151D69E,1FC0A79B-223A-4D05-A620-37CA2CB6FDBE
3C0285A5-D299-45B4-91EB-0340FDCBDAA8,9E2422A8-8B31-4463-B326-DB5350811F56,67C2EF91-9910-40FE-8220-9A7586D82A42
5363B9A7-C4B8-4CA6-BAB7-03994CFC0F6B,D24DA854-E818-410F-BE02-95FA0EB37780,A4080C3B-97B4-49B8-A112-BA4F49E45296
748ACA58-26A0-4D07-BD51-03AD8DFE25DD,56A10154-BF33-47FE-A70B-6A7444EE791D,91670805-3EC4-4711-AB29-883F1D400EBD
876287AC-7908-4743-B7BB-03CDB5A87414,2ECBF8EE-7D90-4909-ABA4-3A2A3C4DDFCF,6AEF0209-A412-4562-8048-D1F266342AA5
B199F343-FD38-4D9B-99FC-03E4319C0812,C4E297D7-D067-4F2B-A116-4526796A1321,FE85EBEC-95A3-41C8-9696-9EC88A00BC87
269DAAB8-5695-441B-9A0E-03E4C07D05A0,6762D74F-D9BC-4A83-BBD0-56C6B54AEB48,3B8B7056-93EE-4964-A2E5-BAAEFCDA9268
B6D5A1A1-3323-4EE8-97E4-03E5A1E0CAE7,B8EA341F-4515-4F53-B20A-41C699C3667C,59303B02-C8C8-46F6-B230-98C809D4433A
CBBAE6E6-6807-4246-B13B-03F656408B07,F98FA5E6-2D94-4930-B6CB-F1AC2DD11AFF,CE65DAF6-1BF6-4663-8D8A-F6FF3C581C02
EDA64801-213C-410A-86EF-03F9CEC5AF96,E3FB1F61-0361-4AE0-8242-CFEA7C69F537,A96D3004-BEAE-464F-A472-ED2F8C6A3D66
49D02E50-43B3-43E7-AB93-0423CC14B28C,5DB29487-FF8A-47CF-AEE3-EF1B1FC468F1,F7EE7340-0614-4541-BACA-F4A73AB3B5A6
A08B9AB0-5814-48A0-B70B-0426ADB78220,60190BE0-06E1-43D0-87E4-CBA7897FD260,68DA7C07-241D-447F-8B09-D69FBB07A7FB
08CF61A9-E686-4EEE-A4FA-043FDA1EDE31,696E516F-D223-4E80-A6D0-6B77F64DC9ED,217FB720-9AFE-443D-A620-5750564E944D
AD9819CF-78EA-4AD5-AD80-0440A2C560D8,C0712358-2EEA-4891-A610-45C72DDDC49F,1D443EB7-8FA6-4041-95B8-C872085E8A01
499D052A-F7C2-4E78-A501-0460C4D518CF,ED4ED7A6-257A-47FE-B121-15C00F29C37B,DB6AED02-DBE1-44BB-81F0-05C018C7129D
F27A6810-E07B-4BC5-A97B-046D175A45A5,DDFC2B11-C5B5-4C4F-849B-BDB1E1DAF74F,8499D25C-FDFC-4D07-AC37-C4C155C2071B
BF1B1BE0-0501-499F-8810-0473B926D52B,C9581C81-5FD9-41FE-97AE-24E51270D863,F4E0EF91-61B2-401F-ABD5-1D9D30FB79DA
053218BF-D1CE-4E1F-9063-0496A3B76668,23820D86-E5BD-4FE2-8CA7-B81AE59C1D22,36302D80-83F8-4546-B4FD-13594627B1E6
992D1FBD-DD71-4958-B063-04A3E37A9FC1,329968DF-38A9-4FC3-A557-AFC197DFDA8D,9CDA1FA5-3B7A-4BA3-942A-FEA5F8EDEC12
270E29AB-0DAD-453F-A022-04A504179A1A,094CD260-BBBF-4E9A-9253-FAD4B935673A,F5CA91FA-4049-4B3F-93CC-C5B775C3E341
91144680-0D48-4F22-AB8E-04DD5750F4DF,BC9252FF-CB55-4407-96F2-CFD66FC9D200,79106DE9-B044-4BDC-9F8C-6667B970BFF5
1C415058-B8E6-4111-9FBA-04F002623F21,D9D925B8-FEAD-4292-8B26-8CE143901D5D,46BE499A-5E2F-46CA-9E99-676E9A70EF05
09EB6B6D-AC39-47CF-816B-04F275003C3A,4FEE778C-7450-4FD3-9BEE-94FDF18F9BC8,1A4E5067-6A63-409A-9542-955F0A5F4D05
9CC2301F-F708-4AC5-90FA-05088230C51E,614A5B6F-0883-49DA-A161-7C294F78398B,ABA77CD1-CAAD-4BC9-8CB0-BDA17E613034
37237E5B-5F77-4B11-91F5-05151CB0E864,72A83260-7CCF-4348-A455-1F62879D85E5,C64E22F1-D16A-40FD-92EF-4C1379F36186
4072BFB0-3A80-4031-9A50-0522CB8EDA28,E219F99D-381C-469E-B5DA-159A9E38E9E9,30736BBF-C00B-4408-B0D7-B10587E3D8E8
961303D6-72AD-4C52-8517-052F5057372D,FA36B05E-CD4C-48E6-A0D5-25516733FA04,35258D08-F63B-456F-AEB8-D7F656343137
D8B91644-AAFF-45DD-A109-053599F9AE74,34F970ED-FFC0-4573-9CF4-C024EC999449,58B4BC79-C45A-4B2E-8847-2AD6CB5EA743
C45185DF-2570-4672-BBCB-054CA86EF0B7,3775EF67-B321-49F4-A151-C49828D1C0BE,247AAA7D-ADFC-4C7E-826B-99C0122AA034
A9B477E1-AE83-4B4E-A35E-055804E0A678,11D16910-ED68-4A97-A94A-A091413F55F0,8453D117-D6AF-4138-9AC7-21D02933B1ED
280231D3-813B-4502-9591-0563200511C1,5DB29487-FF8A-47CF-AEE3-EF1B1FC468F1,07035345-2AFE-40BE-B3F4-97101A052A0F
B950E5BC-75E3-44D8-A134-0569C76923B4,A1DDAB7E-4D45-4DF9-9AA4-F3AB5ED298C7,114FA450-8B5C-4227-B24D-916C6EB4FD14
AA083183-6EBC-4CDE-BEEC-057F3715EBD4,8E970965-E154-458A-9096-2D56A7B45E77,340C1221-36D5-42BF-93EB-FD4FC58FCB59
23B4DBC4-BC50-4069-96C4-058587A61ABF,4D5C5F17-5E84-4D1F-AFCE-323E84A4FC9D,B06F4B4D-B90F-4466-BA01-197DB5B65FAF
3BE7C7EE-2613-44B2-94ED-059438534864,B8FA0D27-71E6-44BF-85F3-157DB5AF6004,9CDA1FA5-3B7A-4BA3-942A-FEA5F8EDEC12
95462431-A74D-4F34-B9C3-05A26BDB9C1C,286CDE96-3741-457F-9732-B89600D4CF08,1D2317A7-AD15-4355-86D0-407B73FDB981
7B23FB82-E8E0-448A-A7C6-05B1518FA940,5BD583BE-2C3B-4109-A705-EE48E6189932,DA817F1A-9CC6-4E97-B3C6-75EEA7751EF7
73D10EAB-416B-424C-9E74-05ED68EEE7EC,800AA01F-4A13-459B-8D11-D63E2E0907BF,3ABE3EEB-7D53-4B9F-B2E9-F43593A0BE81
0270F670-4EC2-44BE-B3EF-061D0448BB3C,21C2F2F2-9877-494A-9DC4-B61C2149E56C,1D2317A7-AD15-4355-86D0-407B73FDB981
1438425E-3C26-4585-AB14-06246451C4C1,E6B58DC5-08F1-4D54-A8EA-D09338302423,7154B25F-2497-4A70-B68F-FEF339901921
FBD149C8-662A-4ED0-B06E-067C3085FCEE,F2C140E9-4C4B-48D1-A44E-D2A66EEF06BE,9415FB5C-C791-42CA-932C-1CD6286E11D7
446FC823-B2DD-4762-B041-067D508C9952,3F009C44-A752-4A4E-82D6-97E865BB04D3,1D443EB7-8FA6-4041-95B8-C872085E8A01
0D43B824-54D8-4267-BD6A-069293BB7DEA,E794174F-8785-4A52-A278-45B2C45547AE,3ABE3EEB-7D53-4B9F-B2E9-F43593A0BE81
922F7683-FEC2-4B5A-9299-06E2206EF4E7,6E8711B7-58D3-484E-947B-973247A21AE1,0CC086D0-8019-4367-BCF2-A7A4018AC824
BAACA087-0076-40C8-A894-0737B4FA8B89,6AA81139-9F74-4CCE-9696-406E11526F05,9A2380C3-960A-4854-89FA-F63FC5908192
